model,term,log_PR,se,PR,lower,upper,p,df,missing_information
M2,yearf2020,-0.146187774109668,0.129200342721235,0.86399545197508,0.670503688919267,1.11332443559979,0.258126843234743,988.995236784271,0.00384072069965324
M2,yearf2021,-0.030908364407743,0.110447081900921,0.969564415614851,0.780636254535791,1.20421662530339,0.779652869140828,988.73890028464,0.00403520562444758
M2,yearf2022,-0.18188514363828,0.112903274883348,0.833697090331458,0.668016586400985,1.04046943231126,0.107502297161827,990.322769096283,0.00271125424585506
M2,yearf2023,-0.177328669222978,0.107293368718613,0.837504477337166,0.678495233310702,1.03377844843105,0.0987004155974106,987.669413825784,0.0047886203050291
M2,yearf2024,0.0636154220452772,0.101344978747368,1.06568248195478,0.873487957375279,1.30016578105767,0.530338042761744,987.115019799513,0.00514902518478142
M2,yearf2025,-0.109071808861551,0.112139842080678,0.896666026619782,0.719548470761313,1.11738124110448,0.330969768252132,988.200225292575,0.00442535238330379
M2,"splines::ns(age, df = 3)1",-0.716946608841302,0.141839980464485,0.488240772349711,0.369616328085084,0.64493647512717,5.13947866692846e-07,985.344340365669,0.00619840013246356
M2,"splines::ns(age, df = 3)2",-1.00608296997468,0.488786973961773,0.365648434030622,0.140118311061828,0.954184904855521,0.0398218219312417,983.597370068877,0.00712077199135182
M2,"splines::ns(age, df = 3)3",-2.01867020880623,0.15775689009075,0.132831986491687,0.0974664566200383,0.181029835773267,8.40481647030735e-35,988.731744933303,0.00404054753288066
M2,sex2,0.223624389984938,0.0634217024308976,1.25060119286522,1.10424983655195,1.41634917373368,0.000441456923239951,978.706581057612,0.00932792357679504
M2,race2,0.178158311507109,0.121201523455891,1.1950144908056,0.94206298389624,1.51588551683574,0.141897252753879,989.799738066317,0.00318479662428562
M2,race3,0.0986300327543651,0.134272770847609,1.10365790674168,0.848010838388703,1.43637406501531,0.462787665378509,990.110553535518,0.00290873585617728
